,State,Year,Title,Summary,ID,Measure_Type,Topic_Areas,Election,Percent_Yes,Ballot_Type,Pass
60,Alabama,2016,Baldwin County Toll Amendment,"Relating to municipalities in Baldwin County; proposing an amendment to the Constitution of  Alabama of 1901, to authorize the Legislature by general or local law to provide for any  municipalities in the county to incorporate a toll road and bridge authority as a public corporation  in the municipality for the construction and operation of toll roads and bridges in the municipality  and to authorize the authority to issue revenue bonds to finance the projects.",Statewide Amendment 12,Legislative Referendum,Local Government,General,0.507,Amendment,1
61,Alabama,2016,Calhoun County Land Jurisdiction Amendment,"Relating to Calhoun County, proposing an amendment to the Constitution of Alabama of 1901, to  provide that any territory located in the county would be subject only to the police jurisdiction and planning jurisdiction of a municipality located wholly or partially in the county.",Statewide Amendment 10,Legislative Referendum,Local Government,General,0.6559999999999999,Amendment,1
62,Alabama,2016,Confirming the application of any budget isolation resolution,"Proposing an amendment to the Constitution of Alabama of 1901, to amend Amendment 448 to the Constitution of Alabama of 1901, now appearing as Section 71.01 of the Official Recompilation of the Constitution of Alabama of 1901, as amended, to ratify, approve, validate, and confirm the application of any budget isolation resolution relating to a bill proposing a local law adopted by the Legislature before November 8, 2016, that conformed to the rules of either body of the Legislature at the time it was adopted.",Amendment 14,Legislative Referendum,Legislatures,General,0.687,Amendment,1
63,Alabama,2016,County Affairs Administration Amendment,"Proposing an amendment to the Constitution of Alabama of 1901, to authorize each county commission in the state to establish, subject to certain limitations, certain programs related to the administration of the affairs of the county",Statewide Amendment 4,Legislative Referendum,Local Government,General,0.716,Amendment,1
64,Alabama,2016,Impeachment Amendment,"Clarifies impeachment procedures, removes out-dated language, and requires a two-thirds supermajority vote in the Alabama State Senate for conviction and impeachment of a state official.",Statewide Amendment 6,Legislative Referendum,Legislatures,General,0.536,Amendment,1
65,Alabama,2016,Local Constitutional Amendments Amendment,"Proposing an amendment to the Constitution of Alabama of 1901, to revise the procedure for adoption of local constitutional amendments to provide that a proposed constitutional amendment the Legislature determines without a dissenting vote applies to only one county or a political subdivision within one or more counties shall be adopted as a valid part of the constitution by a favorable vote of a majority of the qualified electors of the affected county or the political subdivision and county or counties in which the political subdivision is located, who vote on the amendment.",Statewide Amendment 3,Legislative Referendum,Elections,General,0.606,Amendment,1
66,Alabama,2016,Major 21st Century Manufacturing Zone Private Interests Amendment,"Proposes an amendment to the Constitution; gives any municipality or county that has established a tax increment district within a Major 21st Century Manufacturing Zone the sole discretion to determine the amount and type of consideration to be received for the redevelopment, rehabilitation, or conservation of property disposed of to or for the benefit of private interest with funds collected from such tax increment district.",Statewide Amendment 11,Legislative Referendum,Land Use/Property Rights,General,0.5920000000000001,Amendment,1
67,Alabama,2016,Probate Judge of Pickens County Amendment,"Relating to Pickens County, proposing an amendment to the Constitution of Alabama of 1901, to provide that a person who is not over the age of 75 at the time of qualifying for election or at the time of his or her appointment may be elected or appointed to the office of Judge of Probate of Pickens County",Statewide Amendment 9,Legislative Referendum,Judiciary,General,0.51,Amendment,1
68,Alabama,2016,Repeals age restrictions for appointed or elected officials,"Proposing an amendment to the Constitution of Alabama of 1901, to repeal any existing age restriction on the appointment, election, or service of an appointed or elected official, with the exception of persons elected or appointed to a judicial office, currently imposed by a provision of the Constitution or other law; and to prohibit the Legislature from enacting any law imposing a maximum age limitation on the appointment, election, or service of an appointed or elected official.",Amendment 13,Legislative Referendum,State Government,General,0.573,Amendment,1
69,Alabama,2016,Retirement Program for DA's and Circuit Court Clerks Amendment,"Authorizes the legislature to provide a retirement program for district attorneys and circuit clerks of the state who are first elected or appointed on or after November 8, 2016",Amendment 1,Legislative Referendum,Civil & Constitutional Law,Primary,0.73,Amendment,1
70,Alabama,2016,Right-to-Work Amendment,"Proposing an amendment to the Constitution of Alabama of 1901, to declare that it is the public policy of Alabama that the right of persons to work may not be denied or abridged on account of membership or nonmembership in a labor union or labor organization; to prohibit an agreement to deny the right to work, or place conditions on prospective employment, on account of membership or nonmembership in a labor union or labor organization; to prohibit an employer from requiring its employees to abstain from union membership as a condition of employment; and to provide that an employer may not require a person, as a condition of employment or continuation of employment, to pay dues, fees, or other charges of any kind to any labor union or labor organization.",Statewide Amendment 8,Legislative Referendum,Labor & Employment,General,0.696,Amendment,1
71,Alabama,2016,Separation of Powers Language Change Amendment,"Proposing an amendment to the Constitution of Alabama of 1901, to repeal and restate the provisions of Article III of the Constitution of Alabama of 1901 relating to separation of powers to modernize the language without making any substantive change, effective January 1, 2017.",Statewide Amendment 5,Legislative Referendum,Civil & Constitutional Law,General,0.599,Amendment,1
72,Alabama,2016,Sheriff of Etowah County Amendment,Proposes an amendment to the Constitution to provide that the employees of the Office of Sheriff of Etowah County with exceptions shall be under the authority of the Personnel Board of the Office of the Sheriff of Etowah County.,Statewide Amendment 7,Legislative Referendum,Criminal Justice,General,0.593,Amendment,1
